name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Hyundai EON Magna Plus,2012,12.180754837545884,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Nissan Sunny Diesel XL,2014,12.721885810807203,71000,Diesel,Dealer,Manual,First Owner,21.64,1461,84.8,5
Mahindra XUV500 W6 2WD,2011,13.071070083016778,108000,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,7
Renault Duster 85PS Diesel RxL,2015,13.091902108061824,75000,Diesel,Dealer,Manual,First Owner,19.87,1461,83.8,5
Maruti Ciaz Delta BSIV,2018,13.38472764187182,22000,Petrol,Individual,Manual,Second Owner,21.56,1462,103.25,5
Audi Q5 3.0 TDI Quattro,2014,14.430696197054507,76131,Diesel,Individual,Automatic,First Owner,13.22,2967,241.4,5
Hyundai i20 1.2 Asta,2018,13.458835614025542,30000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
Audi Q7 3.0 TDI Quattro,2014,14.914122846632385,65000,Diesel,Individual,Automatic,First Owner,12.07,2967,241.4,7
Mahindra Scorpio S3 9 Seater BSIV,2018,13.710150042306449,60000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7
Volkswagen Polo Diesel Highline 1.2L,2013,12.765688433465597,80000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5
Honda Accord V6 AT,2005,12.560244459250788,80000,Petrol,Individual,Automatic,Second Owner,9.0,2997,218.0,5
Audi Q7 3.0 TDI Quattro Premium Plus,2012,14.430696197054507,70000,Diesel,Individual,Automatic,First Owner,12.07,2967,241.4,7
Maruti Vitara Brezza VDi,2017,13.527828485512494,51777,Diesel,Dealer,Manual,First Owner,24.3,1248,88.5,5
Honda Amaze V Petrol BSIV,2018,13.304684934198283,20000,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2018,13.244581010128577,19000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5
Daewoo Matiz SS,2000,11.362102575235644,46951,Petrol,Individual,Manual,First Owner,18.5,796,53.0,5
Datsun GO T BSIV,2016,12.70381302974751,19000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,13.38472764187182,50000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
Hyundai Creta 1.6 CRDi SX Option,2015,13.619495674038317,60000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
Renault Duster 110PS Diesel RxL,2013,12.751299696013497,100000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5
Maruti Zen LXI,2001,10.308952660644293,10000,Petrol,Individual,Manual,First Owner,17.3,993,60.0,5
Maruti Swift VDI,2012,12.706847933442663,50000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5
Maruti Wagon R Stingray VXI,2014,12.611537753638338,74537,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5
Maruti SX4 ZXI AT,2009,12.206072645530174,90000,Petrol,Individual,Automatic,Second Owner,12.6,1586,103.3,5
Chevrolet Spark 1.0,2010,11.407564949312402,70000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5
Maruti Wagon R VXI Minor,2010,12.206072645530174,80000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5
Hyundai Xcent 1.1 CRDi SX,2016,13.217673557208654,35000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5
Chevrolet Beat LT,2015,12.429216196844383,23500,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5
Honda City i-DTEC VX,2017,13.790192749979985,82000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2014,13.710150042306449,100000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8
Hyundai i20 1.2 Spotz,2018,13.321214236149494,15000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Maruti Baleno Zeta 1.3,2017,13.337474757021274,30000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5
Hyundai Grand i10 Sportz,2016,12.89921982609012,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
Maruti Celerio X ZXI BSIV,2019,13.122363377404328,11000,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5
Datsun GO Plus T,2017,12.206072645530174,140000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,7
Tata Zest Quadrajet 1.3 XM,2016,12.793859310432293,110000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5
Maruti Alto K10 2010-2014 VXI,2012,12.437184366493561,48000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Maruti Swift VDI,2012,12.542544882151386,70000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5
Maruti Swift VXI 2018,2018,13.142164043914272,70000,Petrol,Individual,Manual,Second Owner,22.0,1197,81.8,5
Mahindra Scorpio 1.99 S6 Plus,2016,13.864300722133706,58000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7
Maruti Wagon R LXI DUO BSIII,2010,12.206072645530174,40000,LPG,Individual,Manual,Fourth & Above Owner,17.3,1061,57.5,5
Maruti Zen LXI,2005,11.002099841204238,90000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5
Mahindra Xylo E8 ABS Airbag,2010,12.676076274775909,40000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,7
Mahindra Scorpio LX,2013,13.16158409055761,110000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9
Tata New Safari DICOR 2.2 LX 4x2,2007,12.429216196844383,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7
Maruti Vitara Brezza ZDi,2017,13.493926933836812,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Mahindra Bolero 2011-2019 SLX,2015,13.279367126213993,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Tata Tiago 1.2 Revotron XZ,2017,12.971540487669746,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
Maruti Swift VDI,2011,12.367340793126296,100000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5
Maruti Swift Dzire VDi,2012,12.765688433465597,52000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5
Hyundai i10 Era 1.1,2010,11.782952602183288,80000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5
Honda Amaze VX i-DTEC,2016,13.017002861746503,85000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
Maruti Vitara Brezza ZDi Plus,2016,13.527828485512494,83000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Maruti Alto 800 LXI,2013,12.206072645530174,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Maruti Wagon R LXI Minor,2009,11.736069016284437,120000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061,67.0,5
Mahindra Bolero 2011-2019 SLE,2014,13.122363377404328,100000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Maruti Swift VDI,2012,12.84792653170257,70000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5
Maruti Alto LXi,2008,11.759785542901755,19000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Honda City 1.5 S MT,2009,12.429216196844383,68600,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5
Mahindra Bolero Power Plus SLX,2017,13.444446876573442,60000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7
Mahindra Bolero 2011-2019 SLX,2014,13.38472764187182,65000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7
Honda City E,2012,13.235692062711331,40000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5
Maruti Celerio VXI,2016,12.89921982609012,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
Maruti Alto K10 LXI,2012,12.206072645530174,29500,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Hyundai Verna VTVT 1.6 SX,2018,13.764217263576723,13887,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5
Maruti Alto 800 VXI,2016,12.611537753638338,50000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
Renault KWID RXL,2016,12.66032791780777,30000,Petrol,Individual,Manual,Second Owner,25.17,799,53.3,5
Maruti Alto 800 LXI,2012,12.301382825334498,100000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Chevrolet Aveo 1.4 LS,2011,11.77528972943772,60000,Petrol,Individual,Manual,Second Owner,14.49,1399,92.7,5
Hyundai i20 Sportz Option 1.4 CRDi,2016,13.296316684527767,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
Tata Indica Vista TDI LS,2011,11.608235644774552,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,13.42984807715229,13500,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,5
Fiat Grande Punto Active (Diesel),2013,12.542544882151386,52000,Diesel,Individual,Manual,First Owner,20.3,1248,75.0,5
Maruti Baleno Delta 1.2,2017,13.180632285528304,30000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,5
Hyundai Xcent 1.2 Kappa SX Option,2017,13.321214236149494,14000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5
Tata Aria Pure LX 4x2,2014,13.122363377404328,90000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7
Tata Tigor 1.05 Revotorq XM,2018,13.122363377404328,50000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,5
Mahindra Xylo D2,2010,12.429216196844383,120000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8
Hyundai EON Magna Plus,2018,12.691580461311874,10000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Maruti Baleno Delta 1.2,2018,13.217673557208654,10000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
Maruti Ciaz 1.4 Alpha,2018,13.487006490992238,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5
Hyundai Verna VTVT 1.6 SX,2017,13.764217263576723,20000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5
Maruti Swift VDI,2013,12.765688433465597,60000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5
Hyundai Grand i10 1.2 Kappa Sportz Option,2018,13.122363377404328,40000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Maruti Swift Dzire VDi,2012,12.84792653170257,60000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Hyundai Xcent 1.2 Kappa AT SX Option,2015,12.84792653170257,50000,Petrol,Individual,Automatic,First Owner,16.9,1197,82.0,5
Hyundai Verna VTVT 1.6 SX,2017,13.710150042306449,20000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,5
Maruti Alto 800 VXI,2017,12.594730635321957,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Maruti Ciaz VDi Plus SHVS,2016,13.369223455335854,40000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
Tata Nexon 1.5 Revotorq XZ Plus,2018,13.579788224443204,60000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5
Hyundai Verna 1.6 VTVT S Option,2015,13.345506928718539,20000,Petrol,Individual,Manual,First Owner,17.01,1591,121.4,5
Ford EcoSport 1.5 Petrol Trend BSIV,2017,13.311329476916953,30000,Petrol,Individual,Manual,Second Owner,17.0,1497,121.36,5
Maruti Alto K10 VXI,2015,12.66032791780777,29000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Mahindra XUV300 W6 Diesel BSIV,2019,13.764217263576723,17000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5
Maruti Wagon R VXI Plus Optional,2017,12.89921982609012,50000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Hyundai i20 1.4 Magna AT,2018,13.458835614025542,42000,Petrol,Individual,Automatic,First Owner,18.6,1368,98.63,5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,13.458835614025542,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8
Mahindra Verito 1.5 D4 BSIV,2012,12.468436909997665,110000,Diesel,Individual,Manual,First Owner,21.03,1461,65.0,5
Tata Indigo CR4,2012,12.206072645530174,90000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5
Maruti Dzire VXI,2020,13.270783382522602,70000,Petrol,Individual,Manual,First Owner,23.26,1197,88.5,5
Volkswagen Vento IPL II Diesel Trendline,2011,12.706847933442663,66000,Diesel,Individual,Manual,Second Owner,20.5,1598,105.0,5
Hyundai Verna Transform CRDi VGT SX ABS,2011,12.89921982609012,70000,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0,5
Hyundai Creta 1.6 SX Automatic,2018,14.115615150414612,5000,Petrol,Individual,Automatic,First Owner,14.8,1591,121.3,5
Mahindra Verito 1.5 D4 BSIV,2014,12.429216196844383,50000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,5
Skoda Rapid 1.6 MPI Ambition BSIV,2019,13.493926933836812,25000,Petrol,Individual,Manual,First Owner,15.41,1598,103.2,5
Maruti Swift Dzire Tour LDI,2013,12.611537753638338,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
Maruti 800 AC,2006,11.695247021764184,40000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
Mahindra XUV500 W10 2WD,2016,13.976778705560397,110000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
Tata New Safari DICOR 2.2 VX 4x4,2009,12.84792653170257,150000,Diesel,Individual,Manual,First Owner,13.93,2179,138.0,7
Tata Indica Vista TDI LX,2014,12.89921982609012,45000,Diesel,Individual,Manual,First Owner,19.1,1405,70.0,5
Tata Indigo LX,2005,11.84939770159144,90000,Diesel,Individual,Manual,Third Owner,16.1,1405,70.0,5
Tata New Safari DICOR 2.2 EX 4x2,2011,12.345830240069793,140000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7
Ford Ikon 1.3 CLXi,2003,11.608235644774552,83000,Petrol,Individual,Manual,Second Owner,13.8,1299,70.0,5
Volkswagen Jetta 2.0L TDI Highline AT,2011,13.217673557208654,106000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.1,5
Chevrolet Aveo U-VA 1.2 LS,2008,11.918390573078392,60000,Petrol,Individual,Manual,Fourth & Above Owner,15.26,1150,74.9,5
Maruti Omni E MPI STD BS IV,2017,12.487485104968359,40000,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,8
Hyundai i20 1.2 Asta,2011,12.611537753638338,138000,Petrol,Individual,Manual,Third Owner,17.0,1197,80.0,5
Maruti Alto 800 LXI,2015,12.542544882151386,80000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Hyundai Getz GLS,2005,11.77528972943772,50000,Petrol,Individual,Manual,Second Owner,15.3,1341,83.0,5
Chevrolet Sail 1.2 LS ABS,2015,12.765688433465597,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5
Maruti Ritz VXi,2009,12.206072645530174,120000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5
Maruti Swift VXI,2018,13.217673557208654,24400,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5
Mahindra Bolero 2011-2019 SLX,2013,12.89921982609012,60000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7
Maruti Ritz VXi (ABS) BS IV,2010,12.043553716032399,120000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5
Hyundai Verna 1.4 CRDi,2015,13.304684934198283,60000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,5
Maruti Alto LXi,2011,11.77528972943772,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti 800 AC,2011,11.512925464970229,120000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
Renault KWID RXT,2016,12.644327576461329,27500,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Maruti 800 AC,2007,10.46310334047155,10000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
Hyundai i20 Magna,2010,12.206072645530174,120000,Petrol,Individual,Manual,Third Owner,18.5,1197,80.0,5
Hyundai i20 Sportz 1.4 CRDi,2015,13.38472764187182,80000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Tata Indigo eCS GLS,2013,12.254862809699606,120000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5
Hyundai Xcent 1.1 CRDi S Option,2015,13.142164043914272,90000,Diesel,Individual,Manual,First Owner,24.4,1120,71.01,5
Ford Figo Diesel Celebration Edition,2013,12.345830240069793,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,5
Renault Duster 110PS Diesel RxZ,2014,12.923909999653127,188000,Diesel,Individual,Manual,Second Owner,19.01,1461,108.45,5
Chevrolet Spark 1.0 LT,2011,11.77528972943772,67840,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5
Tata Nano CX,2013,11.461632170582678,30000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,4
Maruti Alto 800 LXI,2016,12.323855681186558,35000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
Maruti Vitara Brezza VDi Option,2017,13.560618308335483,100000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Maruti Wagon R VXI BS IV,2017,12.948009990259552,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Hyundai Grand i10 Sportz Celebration Edition,2016,13.081541382884074,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
Mahindra Bolero SLE,2010,12.468436909997665,380000,Diesel,Individual,Manual,Second Owner,13.6,2523,63.0,7
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,2018,13.304684934198283,15000,Petrol,Individual,Manual,First Owner,16.2,1199,74.0,5
Ford Ikon 1.4 TDCi DuraTorq,2009,11.84939770159144,140000,Diesel,Individual,Manual,Second Owner,13.8,1399,68.0,5
Maruti Omni 8 Seater BSII,2010,11.77528972943772,120000,Petrol,Individual,Manual,Third Owner,19.7,796,35.0,8
Maruti Swift VDI BSIV,2007,12.180754837545884,112880,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,5
Tata Indica Vista TDI LS,2013,12.254862809699606,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405,70.0,5
Maruti Wagon R LX,2006,11.77528972943772,80000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5
Chevrolet Beat LT,2012,11.856515169360305,128000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5
Mahindra Bolero SLE BSIII,2011,12.542544882151386,120000,Diesel,Individual,Manual,First Owner,13.6,2523,63.0,7
Maruti SX4 ZXI AT Leather,2010,12.765688433465597,30000,Petrol,Individual,Automatic,First Owner,12.6,1586,103.2,5
Tata Nexon 1.2 Revotron XM,2018,13.262125319779487,70000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5
Hyundai i20 Sportz Option 1.2,2015,13.217673557208654,41000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Maruti Alto LX,2006,11.695247021764184,30000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti Alto K10 VXI,2015,12.676076274775909,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Hyundai Accent Executive,2011,12.429216196844383,35000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,5
Maruti SX4 Zxi BSIII,2010,12.611537753638338,22000,Petrol,Individual,Manual,First Owner,15.0,1586,104.68,5
Maruti Wagon R VXI,2006,12.429216196844383,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,13.527828485512494,70000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7
Mahindra Scorpio 2.6 CRDe,2005,11.925035115797062,200000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,8
Tata Safari DICOR 2.2 EX 4x2,2011,12.611537753638338,120000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7
Maruti Ignis 1.2 Zeta BSIV,2019,13.265597545490236,3000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5
Maruti Alto K10 2010-2014 VXI,2012,12.345830240069793,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Mahindra Bolero 2011-2019 ZLX,2013,13.122363377404328,50000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Honda Jazz VX CVT,2019,13.641157170819497,1500,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5
Volkswagen Vento 1.5 TDI Highline,2017,13.710150042306449,74000,Diesel,Individual,Manual,First Owner,22.27,1498,108.6,5
Honda Jazz 1.2 V i VTEC,2017,13.38472764187182,25000,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5
Honda Jazz 1.5 VX i DTEC,2016,13.38472764187182,61915,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5
Hyundai EON Era Plus,2016,12.429216196844383,110000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Volkswagen Polo 1.5 TDI Comfortline,2016,13.217673557208654,70000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5
Maruti Swift Ldi BSIII,2007,12.429216196844383,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,75.0,5
Mahindra Quanto C4,2013,12.765688433465597,110000,Diesel,Individual,Manual,Second Owner,17.21,1493,100.0,7
Chevrolet Beat Diesel LT,2014,12.128111104060462,90000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,5
Ford Figo Petrol Titanium,2010,12.345830240069793,120000,Petrol,Individual,Manual,Third Owner,15.6,1196,70.0,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,13.815510557964274,65000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8
Maruti Wagon R VXI 1.2,2019,13.102160670086809,10000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,5
Hyundai i10 Sportz,2009,11.918390573078392,80000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Maruti Ertiga VDI,2013,13.304684934198283,184000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
Maruti Wagon R CNG LXI,2013,12.506177237980511,80000,CNG,Individual,Manual,Second Owner,32.52,998,58.33,5
Maruti Zen LXi - BS III,2005,11.002099841204238,70000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5
Maruti SX4 Zxi with Leather BSIII,2008,11.918390573078392,89000,Petrol,Individual,Manual,Second Owner,15.6,1586,104.68,5
Maruti Swift VDI,2013,13.17115354157376,69000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5
Tata Indica V2 eLX,2012,11.326595886778735,90000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5
Hyundai EON Era Plus,2017,12.611537753638338,8000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
Hyundai i20 1.2 Sportz,2012,12.765688433465597,35000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5
Hyundai i20 1.2 Sportz,2011,12.611537753638338,45000,Petrol,Individual,Manual,First Owner,17.0,1197,80.0,5
Fiat Linea 1.3 Active,2011,12.429216196844383,30000,Diesel,Individual,Manual,First Owner,20.4,1248,91.2,5
Maruti 800 Std,2006,11.652678711655406,59000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
Maruti Ertiga VXI Petrol,2018,13.458835614025542,6200,Petrol,Individual,Manual,First Owner,19.34,1462,103.0,7
Maruti Celerio X ZXI,2020,12.429216196844383,120000,Petrol,Individual,Manual,Second Owner,21.63,998,67.0,5
Maruti Wagon R LXI BS IV,2016,12.765688433465597,70000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Maruti Omni 5 Str STD,1998,11.289781913656018,70000,Petrol,Individual,Manual,First Owner,14.0,796,35.0,5
Mahindra Scorpio S2 7 Seater,2017,13.652991628466498,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7
Chevrolet Spark 1.0 LS,2007,11.407564949312402,93000,Petrol,Individual,Manual,Third Owner,18.0,995,62.0,5
Chevrolet Tavera Neo 3 10 Seats BSIII,2014,13.304684934198283,110000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,10
Maruti Alto LX,2007,11.813030057420567,57000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Hyundai Accent GLE,2005,11.918390573078392,120000,Petrol,Individual,Manual,First Owner,13.2,1495,94.0,5
Maruti Swift Dzire VXi,2009,12.388394202324129,120000,Petrol,Individual,Manual,First Owner,17.5,1298,85.8,5
Hyundai Creta 1.4 E Plus,2018,13.759997848034015,60000,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5
Tata Indigo eCS LX BSIV,2011,12.2783933071098,70000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5
Maruti Zen LX,1999,10.819778284410283,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5
Honda Amaze S i-Dtech,2013,12.644327576461329,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
Hyundai i10 Magna,2008,12.301382825334498,35000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Maruti Swift Vdi BSIII,2008,12.180754837545884,90000,Diesel,Individual,Manual,Third Owner,17.8,1248,75.0,5
Hyundai i20 Active 1.2 S,2015,13.38472764187182,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
Hyundai i20 1.2 Magna,2011,12.765688433465597,98000,Petrol,Individual,Manual,First Owner,18.5,1197,80.0,5
Hyundai i20 Asta 1.2,2013,12.793859310432293,30000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5
Hyundai Elantra SX,2013,13.217673557208654,50000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5
Hyundai Grand i10 Sportz,2016,13.102160670086809,26000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5
Maruti Alto LXi,2011,12.180754837545884,46000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti Alto LX,2010,11.736069016284437,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
Tata Tiago 1.2 Revotron XZ,2019,13.038979594549872,10000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5
Maruti Alto 800 LXI,2015,12.524526376648708,16700,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Maruti Swift Dzire VDI,2018,13.42984807715229,70000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Maruti Swift Dzire ZXI,2015,13.304684934198283,7967,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
Maruti Swift ZXI Plus,2018,13.487006490992238,20000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5
Renault KWID RXT Optional,2016,12.782686009834167,9656,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Hyundai i10 Era,2011,12.323855681186558,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
Ford Freestyle Titanium Diesel BSIV,2019,13.493926933836812,17000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5
Chevrolet Spark 1.0 LT,2010,11.77528972943772,50000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5
Renault KWID RXT,2015,12.611537753638338,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Hyundai i20 Sportz 1.2,2013,12.89921982609012,43000,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5
Hyundai Verna 1.4 CX,2013,13.217673557208654,50000,Diesel,Individual,Manual,First Owner,23.5,1396,88.7,5
Maruti Wagon R PRIMEA,2006,11.695247021764184,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.0,5
